ID,story,V_EWE,A_EWE
776,tom_thumb,0.344,0.316
777,tom_thumb,0.344,0.316
778,tom_thumb,0.214,0.611
779,tom_thumb,0.623,0.295
780,tom_thumb,0.352,0.323
781,tom_thumb,0.09,0.859
782,tom_thumb,0.352,0.323
783,tom_thumb,0.469,0.184
784,tom_thumb,0.597,0.323
785,tom_thumb,0.597,0.323
786,tom_thumb,0.597,0.323
787,tom_thumb,0.597,0.323
788,tom_thumb,0.773,0.514
789,tom_thumb,0.643,0.809
790,tom_thumb,0.934,0.76
791,tom_thumb,0.467,0.618
792,tom_thumb,0.467,0.618
793,tom_thumb,0.643,0.809
794,tom_thumb,0.643,0.809
795,tom_thumb,0.96,0.732
796,tom_thumb,0.96,0.732
797,tom_thumb,0.96,0.732
798,tom_thumb,0.96,0.732
799,tom_thumb,0.623,0.295
800,tom_thumb,0.799,0.486
801,tom_thumb,0.96,0.732
802,tom_thumb,0.96,0.732
803,tom_thumb,0.96,0.732
804,the_elves_and_the_shoemaker,0.198,0.245
805,the_elves_and_the_shoemaker,0.469,0.184
806,the_elves_and_the_shoemaker,0.819,0.628
807,the_elves_and_the_shoemaker,0.9,0.848
808,the_elves_and_the_shoemaker,0.759,0.744
809,the_elves_and_the_shoemaker,0.931,0.792
810,the_elves_and_the_shoemaker,0.781,0.519
811,the_elves_and_the_shoemaker,0.61,0.288
812,the_elves_and_the_shoemaker,0.61,0.288
813,the_elves_and_the_shoemaker,0.61,0.288
814,the_elves_and_the_shoemaker,0.469,0.184
815,the_elves_and_the_shoemaker,0.64,0.415
816,the_elves_and_the_shoemaker,0.9,0.848
817,the_elves_and_the_shoemaker,0.61,0.288
818,the_elves_and_the_shoemaker,0.469,0.184
819,the_elves_and_the_shoemaker,0.469,0.184
820,the_elves_and_the_shoemaker,0.96,0.732
821,the_elves_and_the_shoemaker,0.502,0.441
822,the_elves_and_the_shoemaker,0.469,0.184
823,the_elves_and_the_shoemaker,0.819,0.628
824,the_elves_and_the_shoemaker,0.96,0.732
825,the_elves_and_the_shoemaker,0.96,0.732
826,the_elves_and_the_shoemaker,0.96,0.732
827,the_adventures_of_chanticleer_and_partlet,0.47,0.184
828,the_adventures_of_chanticleer_and_partlet,0.47,0.184
829,the_adventures_of_chanticleer_and_partlet,0.961,0.733
830,the_adventures_of_chanticleer_and_partlet,0.961,0.733
831,the_adventures_of_chanticleer_and_partlet,0.618,0.355
832,the_adventures_of_chanticleer_and_partlet,0.618,0.355
833,the_adventures_of_chanticleer_and_partlet,0.145,0.868
834,the_adventures_of_chanticleer_and_partlet,0.167,0.864
835,the_adventures_of_chanticleer_and_partlet,0.167,0.864
836,the_adventures_of_chanticleer_and_partlet,0.138,0.856
837,the_adventures_of_chanticleer_and_partlet,0.661,0.369
838,the_adventures_of_chanticleer_and_partlet,0.47,0.184
839,the_adventures_of_chanticleer_and_partlet,0.469,0.46
840,the_adventures_of_chanticleer_and_partlet,0.47,0.184
841,the_adventures_of_chanticleer_and_partlet,0.687,0.771
842,the_adventures_of_chanticleer_and_partlet,0.357,0.399
843,the_adventures_of_chanticleer_and_partlet,0.35,0.388
844,the_adventures_of_chanticleer_and_partlet,0.226,0.446
845,the_adventures_of_chanticleer_and_partlet,0.133,0.685
846,the_adventures_of_chanticleer_and_partlet,0.167,0.864
847,the_adventures_of_chanticleer_and_partlet,0.47,0.184
848,the_adventures_of_chanticleer_and_partlet,0.47,0.184
849,the_adventures_of_chanticleer_and_partlet,0.47,0.184
850,the_adventures_of_chanticleer_and_partlet,0.47,0.184
851,the_adventures_of_chanticleer_and_partlet,0.47,0.184
852,the_adventures_of_chanticleer_and_partlet,0.618,0.355
853,the_adventures_of_chanticleer_and_partlet,0.496,0.586
854,the_adventures_of_chanticleer_and_partlet,0.618,0.355
855,the_adventures_of_chanticleer_and_partlet,0.618,0.355
856,the_adventures_of_chanticleer_and_partlet,0.47,0.184
857,the_adventures_of_chanticleer_and_partlet,0.47,0.184
858,the_adventures_of_chanticleer_and_partlet,0.239,0.628
859,the_adventures_of_chanticleer_and_partlet,0.167,0.864
860,the_adventures_of_chanticleer_and_partlet,0.47,0.184
861,the_adventures_of_chanticleer_and_partlet,0.47,0.184
862,the_adventures_of_chanticleer_and_partlet,0.073,0.84
863,the_adventures_of_chanticleer_and_partlet,0.073,0.84
864,the_adventures_of_chanticleer_and_partlet,0.073,0.84
865,the_adventures_of_chanticleer_and_partlet,0.228,0.619
866,the_adventures_of_chanticleer_and_partlet,0.073,0.84
867,the_adventures_of_chanticleer_and_partlet,0.47,0.184
868,the_adventures_of_chanticleer_and_partlet,0.052,0.288
869,the_adventures_of_chanticleer_and_partlet,0.052,0.288
870,the_adventures_of_chanticleer_and_partlet,0.052,0.288
871,the_adventures_of_chanticleer_and_partlet,0.344,0.217
872,the_adventures_of_chanticleer_and_partlet,0.344,0.217
873,the_adventures_of_chanticleer_and_partlet,0.181,0.252
874,the_adventures_of_chanticleer_and_partlet,0.344,0.217
875,the_adventures_of_chanticleer_and_partlet,0.344,0.217
876,the_adventures_of_chanticleer_and_partlet,0.181,0.252
877,the_adventures_of_chanticleer_and_partlet,0.344,0.217
878,the_adventures_of_chanticleer_and_partlet,0.47,0.184
879,the_adventures_of_chanticleer_and_partlet,0.47,0.184
880,the_adventures_of_chanticleer_and_partlet,0.052,0.288
881,the_adventures_of_chanticleer_and_partlet,0.344,0.217
882,the_adventures_of_chanticleer_and_partlet,0.344,0.217
883,the_adventures_of_chanticleer_and_partlet,0.181,0.252
884,the_adventures_of_chanticleer_and_partlet,0.052,0.288
885,the_adventures_of_chanticleer_and_partlet,0.052,0.288
886,the_adventures_of_chanticleer_and_partlet,0.052,0.288
887,29_the_devil_with_the_three_golden_hairs,0.638,0.38
888,29_the_devil_with_the_three_golden_hairs,0.469,0.184
889,29_the_devil_with_the_three_golden_hairs,0.469,0.184
890,29_the_devil_with_the_three_golden_hairs,0.365,0.428
891,29_the_devil_with_the_three_golden_hairs,0.469,0.184
892,29_the_devil_with_the_three_golden_hairs,0.353,0.37
893,29_the_devil_with_the_three_golden_hairs,0.469,0.184
894,29_the_devil_with_the_three_golden_hairs,0.469,0.184
895,29_the_devil_with_the_three_golden_hairs,0.765,0.566
896,29_the_devil_with_the_three_golden_hairs,0.806,0.584
897,29_the_devil_with_the_three_golden_hairs,0.96,0.732
898,29_the_devil_with_the_three_golden_hairs,0.469,0.184
899,29_the_devil_with_the_three_golden_hairs,0.469,0.184
900,29_the_devil_with_the_three_golden_hairs,0.469,0.184
901,29_the_devil_with_the_three_golden_hairs,0.353,0.37
902,29_the_devil_with_the_three_golden_hairs,0.469,0.184
903,29_the_devil_with_the_three_golden_hairs,0.353,0.37
904,29_the_devil_with_the_three_golden_hairs,0.333,0.419
905,29_the_devil_with_the_three_golden_hairs,0.469,0.184
906,29_the_devil_with_the_three_golden_hairs,0.469,0.184
907,29_the_devil_with_the_three_golden_hairs,0.469,0.184
908,29_the_devil_with_the_three_golden_hairs,0.469,0.184
909,29_the_devil_with_the_three_golden_hairs,0.19,0.466
910,29_the_devil_with_the_three_golden_hairs,0.469,0.184
911,29_the_devil_with_the_three_golden_hairs,0.261,0.682
912,29_the_devil_with_the_three_golden_hairs,0.469,0.184
913,29_the_devil_with_the_three_golden_hairs,0.469,0.184
914,29_the_devil_with_the_three_golden_hairs,0.765,0.566
915,29_the_devil_with_the_three_golden_hairs,0.638,0.38
916,29_the_devil_with_the_three_golden_hairs,0.96,0.732
917,29_the_devil_with_the_three_golden_hairs,0.353,0.37
918,29_the_devil_with_the_three_golden_hairs,0.142,0.869
919,29_the_devil_with_the_three_golden_hairs,0.374,0.367
920,29_the_devil_with_the_three_golden_hairs,0.142,0.869
921,29_the_devil_with_the_three_golden_hairs,0.237,0.686
922,29_the_devil_with_the_three_golden_hairs,0.469,0.184
923,29_the_devil_with_the_three_golden_hairs,0.145,0.868
924,29_the_devil_with_the_three_golden_hairs,0.249,0.624
925,29_the_devil_with_the_three_golden_hairs,0.469,0.184
926,29_the_devil_with_the_three_golden_hairs,0.469,0.184
927,29_the_devil_with_the_three_golden_hairs,0.469,0.184
928,29_the_devil_with_the_three_golden_hairs,0.469,0.184
929,29_the_devil_with_the_three_golden_hairs,0.469,0.184
930,29_the_devil_with_the_three_golden_hairs,0.469,0.184
931,29_the_devil_with_the_three_golden_hairs,0.469,0.184
932,29_the_devil_with_the_three_golden_hairs,0.469,0.184
933,29_the_devil_with_the_three_golden_hairs,0.469,0.184
934,29_the_devil_with_the_three_golden_hairs,0.469,0.184
935,29_the_devil_with_the_three_golden_hairs,0.469,0.184
936,29_the_devil_with_the_three_golden_hairs,0.469,0.184
937,29_the_devil_with_the_three_golden_hairs,0.469,0.184
938,29_the_devil_with_the_three_golden_hairs,0.469,0.184
939,29_the_devil_with_the_three_golden_hairs,0.333,0.419
940,29_the_devil_with_the_three_golden_hairs,0.217,0.605
941,29_the_devil_with_the_three_golden_hairs,0.353,0.37
942,29_the_devil_with_the_three_golden_hairs,0.353,0.37
943,29_the_devil_with_the_three_golden_hairs,0.205,0.677
944,29_the_devil_with_the_three_golden_hairs,0.596,0.37
945,29_the_devil_with_the_three_golden_hairs,0.469,0.184
946,29_the_devil_with_the_three_golden_hairs,0.469,0.184
947,29_the_devil_with_the_three_golden_hairs,0.333,0.419
948,29_the_devil_with_the_three_golden_hairs,0.089,0.863
949,29_the_devil_with_the_three_golden_hairs,0.145,0.868
950,29_the_devil_with_the_three_golden_hairs,0.145,0.868
951,29_the_devil_with_the_three_golden_hairs,0.27,0.621
952,29_the_devil_with_the_three_golden_hairs,0.27,0.621
953,29_the_devil_with_the_three_golden_hairs,0.365,0.438
954,29_the_devil_with_the_three_golden_hairs,0.469,0.184
955,29_the_devil_with_the_three_golden_hairs,0.469,0.184
956,29_the_devil_with_the_three_golden_hairs,0.121,0.872
957,29_the_devil_with_the_three_golden_hairs,0.353,0.37
958,29_the_devil_with_the_three_golden_hairs,0.469,0.184
959,29_the_devil_with_the_three_golden_hairs,0.469,0.184
960,29_the_devil_with_the_three_golden_hairs,0.764,0.574
961,29_the_devil_with_the_three_golden_hairs,0.469,0.184
962,29_the_devil_with_the_three_golden_hairs,0.469,0.184
963,29_the_devil_with_the_three_golden_hairs,0.166,0.865
964,29_the_devil_with_the_three_golden_hairs,0.469,0.184
965,29_the_devil_with_the_three_golden_hairs,0.365,0.428
966,29_the_devil_with_the_three_golden_hairs,0.469,0.184
967,29_the_devil_with_the_three_golden_hairs,0.469,0.184
968,29_the_devil_with_the_three_golden_hairs,0.596,0.37
969,29_the_devil_with_the_three_golden_hairs,0.353,0.37
970,29_the_devil_with_the_three_golden_hairs,0.145,0.868
971,29_the_devil_with_the_three_golden_hairs,0.469,0.184
972,29_the_devil_with_the_three_golden_hairs,0.469,0.184
973,29_the_devil_with_the_three_golden_hairs,0.166,0.865
974,29_the_devil_with_the_three_golden_hairs,0.365,0.438
975,29_the_devil_with_the_three_golden_hairs,0.469,0.184
976,29_the_devil_with_the_three_golden_hairs,0.469,0.184
977,29_the_devil_with_the_three_golden_hairs,0.596,0.37
978,29_the_devil_with_the_three_golden_hairs,0.469,0.184
979,29_the_devil_with_the_three_golden_hairs,0.469,0.184
980,29_the_devil_with_the_three_golden_hairs,0.637,0.388
981,29_the_devil_with_the_three_golden_hairs,0.637,0.388
982,29_the_devil_with_the_three_golden_hairs,0.637,0.388
983,29_the_devil_with_the_three_golden_hairs,0.637,0.388
984,29_the_devil_with_the_three_golden_hairs,0.96,0.732
985,29_the_devil_with_the_three_golden_hairs,0.469,0.184
986,29_the_devil_with_the_three_golden_hairs,0.623,0.332
987,29_the_devil_with_the_three_golden_hairs,0.469,0.184
988,29_the_devil_with_the_three_golden_hairs,0.623,0.332
989,29_the_devil_with_the_three_golden_hairs,0.96,0.732
990,29_the_devil_with_the_three_golden_hairs,0.623,0.332
991,29_the_devil_with_the_three_golden_hairs,0.623,0.332
992,29_the_devil_with_the_three_golden_hairs,0.96,0.732
993,29_the_devil_with_the_three_golden_hairs,0.96,0.732
994,29_the_devil_with_the_three_golden_hairs,0.96,0.732
995,29_the_devil_with_the_three_golden_hairs,0.764,0.574
996,29_the_devil_with_the_three_golden_hairs,0.623,0.332
997,29_the_devil_with_the_three_golden_hairs,0.637,0.388
998,29_the_devil_with_the_three_golden_hairs,0.637,0.388
999,29_the_devil_with_the_three_golden_hairs,0.469,0.184
1000,29_the_devil_with_the_three_golden_hairs,0.469,0.184
1001,29_the_devil_with_the_three_golden_hairs,0.469,0.184
1002,29_the_devil_with_the_three_golden_hairs,0.596,0.37
1003,29_the_devil_with_the_three_golden_hairs,0.596,0.37
1004,29_the_devil_with_the_three_golden_hairs,0.596,0.37
1005,the_raven,0.469,0.183
1006,the_raven,0.469,0.183
1007,the_raven,0.264,0.677
1008,the_raven,0.346,0.221
1009,the_raven,0.212,0.25
1010,the_raven,0.469,0.183
1011,the_raven,0.346,0.221
1012,the_raven,0.469,0.183
1013,the_raven,0.469,0.183
1014,the_raven,0.469,0.183
1015,the_raven,0.469,0.183
1016,the_raven,0.469,0.183
1017,the_raven,0.346,0.221
1018,the_raven,0.469,0.183
1019,the_raven,0.341,0.363
1020,the_raven,0.341,0.363
1021,the_raven,0.181,0.576
1022,the_raven,0.341,0.363
1023,the_raven,0.469,0.183
1024,the_raven,0.326,0.432
1025,the_raven,0.212,0.25
1026,the_raven,0.052,0.288
1027,the_raven,0.052,0.463
1028,the_raven,0.335,0.212
1029,the_raven,0.175,0.425
1030,the_raven,0.335,0.212
1031,the_raven,0.335,0.212
1032,the_raven,0.052,0.463
1033,the_raven,0.052,0.463
1034,the_raven,0.335,0.212
1035,the_raven,0.335,0.212
1036,the_raven,0.335,0.212
1037,the_raven,0.335,0.212
1038,the_raven,0.335,0.212
1039,the_raven,0.335,0.212
1040,the_raven,0.052,0.288
1041,the_raven,0.052,0.288
1042,the_raven,0.335,0.212
1043,the_raven,0.335,0.212
1044,the_raven,0.335,0.212
1045,the_raven,0.335,0.212
1046,the_raven,0.052,0.288
1047,the_raven,0.335,0.212
1048,the_raven,0.491,0.461
1049,the_raven,0.335,0.212
1050,the_raven,0.335,0.212
1051,the_raven,0.21,0.672
1052,the_raven,0.625,0.432
1053,the_raven,0.09,0.862
1054,the_raven,0.073,0.839
1055,the_raven,0.073,0.839
1056,the_raven,0.334,0.8
1057,the_raven,0.334,0.8
1058,the_raven,0.189,0.599
1059,the_raven,0.626,0.334
1060,the_raven,0.626,0.334
1061,the_raven,0.96,0.733
1062,the_raven,0.626,0.334
1063,the_raven,0.469,0.183
1064,the_raven,0.349,0.373
1065,the_raven,0.175,0.425
1066,the_raven,0.335,0.212
1067,the_raven,0.469,0.183
1068,the_raven,0.175,0.425
1069,the_raven,0.175,0.25
1070,the_raven,0.052,0.288
1071,the_raven,0.335,0.212
1072,the_raven,0.469,0.183
1073,the_raven,0.626,0.334
1074,the_raven,0.349,0.373
1075,the_raven,0.524,0.41
1076,the_raven,0.052,0.288
1077,the_raven,0.335,0.212
1078,the_raven,0.13,0.706
1079,the_raven,0.219,0.457
1080,the_raven,0.349,0.373
1081,the_raven,0.469,0.183
1082,the_raven,0.469,0.183
1083,the_raven,0.469,0.183
1084,the_raven,0.625,0.432
1085,the_raven,0.469,0.183
1086,the_raven,0.469,0.183
1087,the_raven,0.699,0.82
1088,the_raven,0.815,0.532
1089,the_raven,0.815,0.532
1090,the_raven,0.96,0.733
1091,the_raven,0.815,0.532
1092,the_raven,0.815,0.532
1093,the_raven,0.927,0.784
1094,the_raven,0.626,0.334
1095,the_raven,0.626,0.334
1096,the_raven,0.96,0.733
1097,the_raven,0.96,0.733
1098,the_seven_ravens,0.469,0.184
1099,the_seven_ravens,0.058,0.456
1100,the_seven_ravens,0.361,0.384
1101,the_seven_ravens,0.073,0.841
1102,the_seven_ravens,0.207,0.664
1103,the_seven_ravens,0.142,0.857
1104,the_seven_ravens,0.217,0.679
1105,the_seven_ravens,0.199,0.428
1106,the_seven_ravens,0.355,0.216
1107,the_seven_ravens,0.052,0.288
1108,the_seven_ravens,0.052,0.288
1109,the_seven_ravens,0.052,0.288
1110,the_seven_ravens,0.355,0.216
1111,the_seven_ravens,0.227,0.561
1112,the_seven_ravens,0.361,0.384
1113,the_seven_ravens,0.058,0.456
1114,the_seven_ravens,0.207,0.664
1115,the_seven_ravens,0.217,0.679
1116,the_seven_ravens,0.217,0.679
1117,the_seven_ravens,0.361,0.384
1118,the_seven_ravens,0.355,0.216
1119,the_seven_ravens,0.355,0.216
1120,the_seven_ravens,0.361,0.384
1121,the_seven_ravens,0.361,0.384
1122,the_seven_ravens,0.361,0.384
1123,the_seven_ravens,0.244,0.674
1124,the_seven_ravens,0.244,0.674
1125,the_seven_ravens,0.103,0.833
1126,the_seven_ravens,0.103,0.833
1127,the_seven_ravens,0.052,0.288
1128,the_seven_ravens,0.96,0.733
1129,old_sultan,0.469,0.184
1130,old_sultan,0.469,0.184
1131,old_sultan,0.326,0.22
1132,old_sultan,0.326,0.22
1133,old_sultan,0.067,0.675
1134,old_sultan,0.469,0.184
1135,old_sultan,0.469,0.184
1136,old_sultan,0.469,0.184
1137,old_sultan,0.96,0.732
1138,old_sultan,0.792,0.546
1139,old_sultan,0.96,0.732
1140,old_sultan,0.96,0.732
1141,old_sultan,0.96,0.732
1142,old_sultan,0.618,0.348
1143,old_sultan,0.362,0.43
1144,old_sultan,0.469,0.184
1145,old_sultan,0.469,0.184
1146,old_sultan,0.138,0.857
1147,old_sultan,0.106,0.849
1148,old_sultan,0.349,0.38
1149,old_sultan,0.073,0.84
1150,old_sultan,0.349,0.38
1151,old_sultan,0.35,0.859
1152,old_sultan,0.486,0.636
1153,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.294,0.38
1154,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.469,0.183
1155,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.469,0.183
1156,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.469,0.183
1157,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.469,0.183
1158,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.469,0.183
1159,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.194,0.245
1160,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.369,0.21
1161,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.242,0.437
1162,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.369,0.21
1163,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.369,0.21
1164,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.194,0.407
1165,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.194,0.407
1166,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.369,0.21
1167,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.396,0.358
1168,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.293,0.637
1169,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.118,0.834
1170,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.396,0.358
1171,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.396,0.358
1172,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.769,0.766
1173,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.396,0.358
1174,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.396,0.358
1175,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.23,0.577
1176,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.262,0.627
1177,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.135,0.854
1178,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.396,0.358
1179,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.166,0.864
1180,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.396,0.358
1181,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.143,0.868
1182,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.396,0.358
1183,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.24,0.621
1184,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.24,0.621
1185,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.374,0.352
1186,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.374,0.352
1187,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.374,0.352
1188,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.24,0.621
1189,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.065,0.656
1190,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.166,0.864
1191,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.118,0.672
1192,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.166,0.864
1193,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.166,0.864
1194,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.166,0.864
1195,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.269,0.585
1196,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.396,0.358
1197,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.396,0.358
1198,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.396,0.358
1199,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.396,0.358
1200,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.166,0.864
1201,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.166,0.864
1202,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.166,0.864
1203,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.369,0.21
1204,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.369,0.21
1205,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.194,0.407
1206,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.369,0.21
1207,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.053,0.45
1208,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.369,0.21
1209,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.369,0.21
1210,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.369,0.21
1211,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.369,0.21
1212,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.203,0.429
1213,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.374,0.352
1214,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.511,0.635
1215,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.374,0.352
1216,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.374,0.352
1217,the_story_of_the_youth_who_went_forth_to_learn_what_fear_was,0.374,0.352
